loan_id,borrower_id,loan_amount,tenure_months,interest_rate,status,default_label
2778,3711,118426.91,24,14.44,Active,1
2779,459,137118.66,18,11.31,Closed,1
2780,4348,195156.86,18,15.06,Closed,0
2781,1789,150115.88,6,17.42,Closed,1
2782,1808,178027.32,12,9.7,Closed,0
2783,3672,263884.77,6,11.12,Active,0
2784,2086,190782.82,6,15.63,Active,0
2785,2713,61738.94,18,11.38,Closed,0
2786,4270,88182.92,36,15.26,Active,0
2787,4742,290948.71,24,16.92,Closed,0
2788,317,52691.82,18,9.04,Closed,1
2789,3905,86162.95,36,13.37,Active,1
2790,2947,301799.81,36,12.21,Closed,0
2791,3275,245757.66,24,10.33,Closed,0
2792,2813,231210.59,24,14.09,Closed,1
2793,2282,259520.65,36,14.71,Closed,0
2794,3533,58156.56,24,15.46,Active,0
2795,1536,244872.58,12,14.24,Active,1
2796,1336,252147.79,18,13.44,Closed,0
2797,2886,283476.12,36,12.65,Closed,0
2798,238,61986.66,6,14.59,Closed,1
2799,1325,297253.11,12,14.77,Closed,0
2800,2563,257290.03,36,16.4,Closed,0
2801,1308,183629.54,24,10.75,Closed,0
2802,3380,319897.81,6,14.36,Closed,0
2803,1691,290077.12,6,8.85,Active,0
2804,1847,91588.95,12,13.76,Active,1
2805,962,86194.25,12,15.21,Closed,1
2806,747,180205.78,24,9.44,Active,0
2807,2030,214974.88,18,12.24,Active,0
2808,2626,309135.11,36,15.75,Active,0
2809,313,145795.03,36,14.74,Active,0
2810,2999,274838.04,12,10.07,Closed,0
2811,1620,66329.39,18,12.04,Active,0
2812,1060,79272.49,24,12.91,Closed,0
2813,581,155036.67,18,17.26,Closed,0
2814,4982,61521.6,24,14.6,Closed,1
2815,3791,116872.85,36,14.68,Closed,0
2816,2896,210067.96,24,11.41,Closed,0
2817,4670,241115.94,18,17.76,Active,0
2818,2807,137310.19,18,16.97,Active,0
2819,3169,38167.96,12,13.63,Active,0
2820,3630,64279.43,6,11.0,Closed,0
2821,2345,76248.21,6,13.59,Closed,0
2822,1315,141538.2,18,9.31,Closed,1
2823,1175,191632.81,6,17.42,Active,0
2824,609,248695.72,24,14.5,Active,0
2825,550,157704.58,36,14.29,Active,0
2826,759,137507.36,18,16.32,Closed,1
2827,4026,84835.33,18,15.11,Closed,0
2828,1221,66069.41,6,16.04,Active,1
2829,1111,159794.44,24,14.31,Closed,0
2830,3795,309378.96,12,8.26,Active,0
2831,2460,61708.18,6,9.89,Closed,1
2832,1983,267928.73,12,15.23,Active,1
2833,1381,191021.01,18,16.78,Closed,1
2834,79,95955.56,12,13.83,Closed,0
2835,1914,119545.85,18,14.44,Active,0
2836,4718,86529.66,18,8.9,Active,0
2837,4520,305665.73,6,11.62,Active,0
2838,2897,95441.76,24,13.72,Active,0
2839,221,180213.51,18,17.25,Closed,0
2840,4979,139318.18,18,8.89,Active,0
2841,1261,123068.01,18,11.02,Active,1
2842,708,180228.7,36,17.0,Active,1
2843,933,105522.68,12,16.0,Active,0
2844,2147,295687.24,36,15.1,Closed,0
2845,563,172193.9,12,10.14,Closed,0
2846,1441,272501.69,24,12.28,Closed,0
2847,715,87181.92,12,12.94,Closed,0
2848,1053,60190.58,6,15.68,Active,0
2849,213,301529.18,12,14.19,Active,1
2850,4117,244829.61,6,17.94,Active,0
2851,756,38330.27,18,13.92,Closed,0
2852,4592,68603.3,6,9.63,Active,1
2853,4556,178369.27,36,14.45,Active,0
2854,4739,260915.31,24,14.77,Closed,1
2855,2953,60204.38,12,9.88,Active,0
2856,4717,126253.4,36,8.36,Active,1
2857,575,186501.76,12,9.92,Closed,1
2858,4601,105926.2,12,8.94,Active,0
2859,1913,72283.12,24,16.81,Closed,0
2860,4007,61142.71,6,17.92,Active,1
2861,3968,53271.92,6,8.11,Active,1
2862,4489,205011.57,36,8.92,Active,0
2863,4147,204781.53,24,10.91,Closed,1
2864,248,45098.61,6,10.39,Active,1
2865,1302,214526.52,6,15.63,Active,1
2866,2232,131092.53,18,13.92,Closed,1
2867,228,198845.75,24,8.77,Closed,1
2868,3202,233043.18,18,8.58,Closed,0
2869,3718,256028.21,18,15.51,Active,0
2870,2934,231078.49,24,9.52,Active,0
2871,3092,294533.9,12,9.18,Active,1
2872,1605,92561.47,24,17.6,Active,0
2873,761,150230.37,6,11.15,Closed,1
2874,254,136012.31,12,15.6,Closed,1
2875,1686,10000.0,6,12.25,Closed,1
2876,187,166108.53,6,11.45,Closed,0
2877,3299,214620.83,36,16.63,Closed,0
2878,3254,156286.04,36,10.46,Active,0
2879,2031,152879.08,12,14.9,Active,1
2880,240,232024.98,24,9.08,Closed,0
2881,4284,229278.72,6,15.81,Closed,1
2882,539,308329.45,18,14.56,Closed,0
2883,1622,106271.38,12,9.83,Closed,0
2884,1766,109073.7,6,15.99,Closed,1
2885,2766,239804.72,36,15.78,Closed,0
2886,2338,98477.06,36,14.93,Active,0
2887,1402,67538.23,12,12.68,Active,0
2888,4734,218297.65,24,9.87,Closed,0
2889,4438,223838.11,12,14.86,Closed,1
2890,2248,147383.21,18,11.16,Active,0
2891,1734,286123.28,36,15.69,Closed,0
2892,197,41302.95,12,17.19,Active,0
2893,1927,10000.0,24,12.96,Active,1
2894,4488,251816.89,24,9.95,Active,0
2895,1191,54155.59,12,13.32,Active,0
2896,2115,147231.33,12,12.11,Closed,1
2897,2983,163373.41,36,11.11,Closed,0
2898,2241,254714.59,36,12.31,Closed,1
2899,2178,123099.96,6,11.93,Closed,1
2900,724,116428.54,12,8.39,Active,0
2901,866,171968.68,24,11.33,Active,0
2902,4712,123079.71,24,12.81,Active,0
2903,999,311018.15,18,11.58,Closed,1
2904,40,242354.82,36,9.03,Closed,0
2905,2074,56524.98,6,11.7,Active,1
2906,4457,53399.21,6,15.07,Active,0
2907,3107,154173.62,6,8.73,Closed,0
2908,969,208522.8,6,11.07,Active,1
2909,1625,38622.28,24,8.76,Active,0
2910,3275,221876.32,6,15.83,Closed,1
2911,2784,298952.51,18,11.79,Closed,0
2912,2116,111183.51,12,15.42,Active,1
2913,3112,97418.26,36,15.53,Active,0
2914,4095,156546.66,24,8.9,Closed,0
2915,224,80933.08,12,10.9,Closed,0
2916,2579,272688.43,18,17.92,Closed,0
2917,3361,159016.86,24,8.29,Active,1
2918,57,144384.51,6,8.93,Closed,1
2919,1128,168532.61,12,12.97,Active,1
2920,1807,235007.72,36,11.76,Closed,1
2921,2188,115325.58,12,14.9,Closed,0
2922,1702,251914.75,24,15.98,Active,0
2923,4384,310335.46,18,14.58,Active,0
2924,4759,269928.52,18,16.38,Closed,0
2925,176,65780.24,36,9.94,Active,0
2926,4953,10000.0,36,8.85,Closed,0
2927,272,158529.19,36,9.14,Active,1
2928,3374,249425.59,18,16.56,Active,0
2929,1971,106192.62,18,16.16,Closed,1
2930,4604,157055.02,18,9.89,Closed,1
2931,3797,301829.21,6,8.16,Closed,0
2932,1415,109188.18,24,17.28,Closed,0
2933,4722,249623.8,18,16.76,Active,0
2934,2498,260506.15,12,13.94,Closed,0
2935,2090,171812.54,18,14.13,Closed,0
2936,3505,65974.91,36,11.29,Active,1
2937,693,207779.31,24,16.43,Closed,0
2938,3565,52629.44,12,12.75,Active,0
2939,4101,189137.12,6,17.67,Active,0
2940,3399,127115.0,6,14.48,Closed,0
2941,1677,204320.8,18,11.06,Closed,0
2942,2613,184052.68,36,9.84,Closed,0
2943,963,298439.4,24,15.12,Active,1
2944,1330,166897.75,24,10.78,Closed,0
2945,747,192127.87,6,8.53,Closed,0
2946,105,192509.76,24,13.56,Active,0
2947,1028,202031.29,36,10.84,Closed,0
2948,3674,129583.83,24,17.52,Active,0
2949,336,303483.5,18,16.74,Closed,0
2950,4583,57509.01,18,8.9,Closed,0
2951,1424,353761.16,12,11.13,Closed,0
2952,1227,221061.44,36,10.02,Active,0
2953,3960,289008.26,12,14.75,Closed,0
2954,2943,333198.64,24,14.58,Active,0
2955,1705,161371.38,6,17.18,Closed,0
2956,2669,62621.1,24,10.74,Closed,0
2957,3870,135111.89,6,16.28,Closed,1
2958,4241,214439.53,36,9.3,Active,0
2959,4299,267440.11,24,17.6,Closed,0
2960,598,62135.35,6,12.88,Active,1
2961,951,288697.14,24,9.19,Closed,0
2962,3288,153661.91,18,10.55,Active,0
2963,845,225523.47,36,16.56,Active,0
2964,495,141565.79,36,12.57,Closed,1
2965,1413,213376.35,18,16.73,Closed,0
2966,1744,263668.53,36,17.17,Closed,0
2967,1514,74722.35,12,12.97,Closed,0
2968,2396,231991.39,36,14.75,Closed,0
2969,3756,61443.9,6,8.57,Active,0
2970,1205,108559.8,18,10.42,Closed,1
2971,777,52808.43,12,8.87,Active,0
2972,4511,112681.3,12,15.55,Closed,1
2973,3958,205346.14,36,17.72,Active,0
2974,3352,56377.89,24,12.12,Active,0
2975,1216,280962.75,36,12.3,Active,0
2976,4500,294194.73,12,16.29,Closed,0
2977,3764,77985.49,6,12.1,Closed,1
2978,4339,327782.39,12,17.75,Active,0
2979,114,10000.0,12,14.83,Closed,0
2980,79,29856.6,36,16.43,Active,0
2981,3662,109270.37,6,16.11,Closed,0
2982,4262,92417.09,6,13.28,Closed,1
2983,3561,347075.75,36,10.25,Active,0
2984,4086,124708.53,6,13.71,Active,0
2985,2237,90256.88,36,10.71,Active,0
2986,3566,225788.37,24,15.23,Closed,1
2987,3354,266116.82,12,14.16,Closed,0
2988,486,261307.76,24,15.98,Closed,0
2989,2788,269391.47,24,11.17,Active,0
2990,3499,216984.49,24,11.95,Closed,1
2991,736,155006.63,36,13.1,Active,1
2992,3660,165590.63,36,10.71,Closed,1
2993,4731,210910.0,18,8.03,Active,0
2994,1588,155954.25,18,11.34,Active,0
2995,1222,289176.59,6,9.86,Active,0
2996,3254,102629.18,36,17.92,Active,0
2997,478,177435.8,12,9.25,Closed,0
2998,2095,178522.49,18,9.72,Closed,0
2999,3632,299510.21,12,10.42,Active,1
3000,3781,152229.82,18,15.76,Active,1
3001,3122,225931.18,12,11.35,Closed,1
3002,4219,139837.24,18,9.47,Active,0
3003,2227,270941.62,24,12.0,Closed,1
3004,3016,157408.16,6,9.25,Active,0
3005,3951,153515.96,36,13.94,Active,0
3006,507,106234.06,18,16.41,Active,1
3007,3273,237820.85,24,14.0,Active,1
3008,1591,293500.05,12,12.93,Active,0
3009,1779,81791.77,18,9.3,Closed,0
3010,3279,116506.09,12,15.73,Active,0
3011,3813,47967.41,12,16.95,Active,1
3012,4074,98442.22,12,9.86,Active,0
3013,836,161373.18,6,10.33,Active,0
3014,3863,298748.76,6,8.07,Closed,0
3015,1168,254224.27,12,10.51,Active,0
3016,1675,129364.04,24,8.11,Active,1
3017,1566,163759.29,12,16.87,Active,0
3018,1015,105164.29,36,16.87,Active,0
3019,4370,248186.21,18,11.67,Active,1
3020,1048,262801.19,18,14.46,Active,0
3021,2207,266379.95,24,10.19,Active,0
3022,4854,73627.13,36,16.01,Closed,0
3023,932,59383.42,24,17.49,Closed,1
3024,4427,46649.12,6,16.94,Closed,1
3025,2424,47767.4,18,16.44,Closed,1
3026,2517,246549.19,18,15.28,Active,0
3027,786,114075.7,18,12.89,Active,0
3028,3798,34569.04,36,14.69,Closed,0
3029,2371,149502.78,6,11.23,Active,0
3030,3689,112414.03,12,14.48,Closed,0
3031,4280,175727.18,36,11.63,Active,0
3032,2156,102651.07,12,13.26,Active,1
3033,4688,216098.28,6,10.21,Closed,0
3034,4975,324598.81,24,17.14,Active,0
3035,1731,52067.59,6,14.93,Active,0
3036,1950,122666.57,12,8.95,Closed,1
3037,4765,243068.63,24,17.64,Closed,0
3038,662,100485.51,6,9.28,Active,0
3039,3246,274986.71,24,12.34,Closed,0
3040,302,95237.39,24,14.46,Active,0
3041,2439,204388.61,24,12.18,Active,1
3042,2440,133314.5,36,13.77,Closed,0
3043,2021,92897.95,12,13.6,Closed,1
3044,730,174679.92,6,10.31,Closed,0
3045,1518,113764.32,18,9.47,Closed,0
3046,3123,114457.42,12,9.53,Closed,1
3047,2888,178941.9,36,15.59,Active,0
3048,3619,272288.65,18,10.06,Closed,0
3049,1867,100117.17,36,14.04,Closed,0
3050,4887,216730.84,18,8.07,Closed,0
3051,2625,46094.86,18,12.15,Closed,1
3052,3015,311023.09,12,8.74,Active,0
3053,4207,205968.76,24,10.17,Active,0
3054,1226,262137.82,6,8.16,Active,0
3055,3832,61759.3,12,11.8,Closed,0
3056,1815,192497.87,12,11.51,Closed,0
3057,3779,57821.29,12,15.2,Active,1
3058,1393,111093.35,12,10.85,Closed,0
3059,2195,260429.37,36,10.14,Active,0
3060,3491,62792.48,24,8.05,Active,0
3061,4754,111467.38,6,8.33,Active,0
3062,2477,137635.91,36,13.19,Closed,0
3063,188,159293.72,24,10.08,Active,0
3064,3387,279733.84,18,11.04,Closed,0
3065,4569,125135.5,36,14.28,Active,1
3066,3843,191858.48,36,11.57,Closed,0
3067,2289,236738.14,6,12.84,Closed,1
3068,478,182482.02,36,14.71,Active,0
3069,4061,32271.99,6,17.18,Closed,0
3070,2997,22772.61,36,9.07,Closed,0
3071,2868,292833.15,24,16.15,Closed,0
3072,3429,203949.06,24,17.61,Closed,0
3073,2089,54166.66,24,15.93,Active,1
3074,4421,112472.33,24,15.68,Active,0
3075,2668,112256.5,12,13.01,Active,0
3076,2718,161975.25,24,12.37,Active,0
3077,4532,49543.73,12,12.43,Closed,0
3078,3682,254655.86,24,8.91,Active,1
3079,3646,286760.54,18,10.46,Closed,0
3080,2907,198715.39,6,14.06,Closed,0
3081,4163,97743.3,18,14.19,Active,0
3082,3237,224937.13,12,15.47,Active,0
3083,1228,346007.84,12,8.45,Closed,0
3084,2298,37117.75,24,16.02,Active,0
3085,2173,141874.91,12,10.98,Active,0
3086,2936,54409.73,18,13.28,Closed,0
3087,1449,309372.2,6,9.87,Active,0
3088,2914,188337.0,24,8.32,Active,1
3089,4133,224073.5,24,8.63,Active,0
3090,1717,204215.1,18,16.68,Closed,1
3091,2382,101310.54,24,12.27,Closed,0
3092,4813,187667.04,6,10.12,Closed,1
3093,2127,277236.63,24,10.76,Closed,0
3094,4775,249848.04,6,14.57,Active,0
3095,3491,69866.95,6,9.86,Active,0
3096,2770,192674.8,6,17.85,Active,0
3097,4707,262421.73,24,14.99,Closed,0
3098,4516,322531.67,24,15.1,Active,0
3099,4613,79991.46,6,8.42,Closed,0
3100,1005,126051.66,18,13.21,Active,0
3101,1761,241615.33,12,11.73,Closed,0
3102,3286,110482.84,6,9.0,Active,0
3103,4224,163647.5,18,11.16,Active,0
3104,213,305400.46,12,13.86,Closed,0
3105,1582,326953.25,36,8.12,Active,0
3106,562,191126.35,12,16.56,Closed,0
3107,3815,72972.35,6,17.63,Active,1
3108,3071,140809.42,36,8.55,Active,1
3109,4897,127660.07,18,14.08,Active,1
3110,1554,114351.65,24,14.25,Closed,1
3111,297,215031.66,18,11.36,Active,0
3112,4859,221947.62,12,16.33,Closed,0
3113,4361,40889.88,24,8.81,Closed,1
3114,4035,181416.85,6,12.83,Active,0
3115,2550,303652.12,36,17.48,Active,0
3116,1335,261215.4,36,17.07,Closed,0
3117,142,108267.64,24,17.18,Active,0
3118,4917,273062.77,24,8.84,Active,0
3119,1701,48473.16,12,8.74,Active,0
3120,2290,122821.17,36,11.53,Active,1
3121,345,57601.03,36,16.72,Closed,0
3122,339,284295.33,6,17.44,Active,0
3123,3916,80890.98,6,17.36,Closed,0
3124,4064,210527.89,18,13.22,Closed,1
3125,3157,223634.17,12,15.16,Closed,1
3126,4432,217465.93,6,11.89,Active,1
3127,560,290567.61,12,17.05,Active,0
3128,269,320418.01,12,17.17,Closed,1
3129,4849,37163.21,18,17.43,Closed,0
3130,2606,166450.28,24,14.74,Active,0
3131,903,185539.78,6,13.54,Active,0
3132,520,101582.46,36,8.82,Active,1
3133,1080,277647.18,12,16.75,Active,0
3134,1603,255784.6,6,9.82,Closed,0
3135,4782,275848.86,36,15.69,Active,0
3136,488,163133.14,24,15.88,Active,0
3137,943,151751.42,18,16.16,Closed,1
3138,4916,211361.54,24,13.55,Active,0
3139,166,162532.53,36,15.04,Active,1
3140,4676,116457.44,24,16.6,Active,0
3141,2361,75243.67,18,8.31,Active,0
3142,730,189718.3,6,9.41,Active,0
3143,1779,59789.79,24,8.06,Active,1
3144,3318,319483.62,18,15.76,Active,0
3145,2074,71001.83,18,15.47,Closed,0
3146,349,312393.47,36,15.01,Closed,0
3147,838,115914.37,18,8.38,Active,0
3148,2238,157467.75,24,13.64,Closed,0
3149,2298,52398.72,36,16.75,Active,0
3150,3310,187909.32,6,13.91,Closed,0
3151,4109,304961.14,6,12.14,Active,0
3152,3742,77791.59,18,11.4,Closed,0
3153,4868,205433.37,36,10.2,Closed,0
3154,4682,177985.13,6,12.87,Active,1
3155,4984,215002.2,18,8.78,Active,0
3156,132,229496.71,18,14.2,Closed,0
3157,3630,76666.91,24,9.79,Active,0
3158,4372,192978.48,18,12.54,Closed,0
3159,4955,253426.76,6,16.78,Closed,0
3160,1600,43121.07,6,8.96,Closed,0
3161,4059,41796.77,12,13.24,Closed,0
3162,1012,274970.56,24,17.89,Closed,0
3163,4250,113395.89,18,13.82,Active,0
3164,1104,219259.88,24,9.29,Closed,0
3165,3180,43438.5,6,9.21,Closed,1
3166,3170,261282.32,12,15.69,Closed,1
3167,3567,202308.97,6,15.68,Closed,0
3168,4889,177176.41,36,9.27,Closed,1
3169,4493,254286.63,36,17.17,Closed,1
3170,3958,218834.24,6,9.25,Closed,0
3171,3101,331792.12,12,16.39,Closed,0
3172,2420,38307.17,6,9.58,Closed,0
3173,4074,71208.3,12,10.06,Active,0
3174,2641,268123.75,12,10.74,Active,1
3175,2787,64256.3,12,11.42,Closed,0
3176,278,246100.02,6,13.21,Closed,0
3177,4917,294850.15,24,16.79,Closed,1
3178,1473,39885.49,6,11.62,Active,0
3179,2782,82050.12,12,8.08,Closed,1
3180,1866,83520.28,18,9.99,Active,0
3181,1544,257986.2,6,13.15,Closed,1
3182,3390,153004.49,6,11.29,Active,1
3183,2361,60176.03,12,10.42,Active,0
3184,1013,251132.65,6,14.05,Active,0
3185,4741,50868.82,18,17.16,Active,1
3186,893,248124.15,18,17.09,Active,1
3187,2303,272728.12,6,16.07,Closed,0
3188,4195,278037.07,12,10.65,Active,0
3189,3815,132070.12,24,13.92,Active,1
3190,2489,214485.05,6,15.56,Active,0
3191,941,187251.93,24,17.31,Active,1
3192,1869,134672.8,6,10.17,Active,0
3193,4115,61409.48,6,14.53,Active,0
3194,4644,275528.8,24,9.51,Closed,0
3195,1333,241045.49,24,11.44,Closed,0
3196,4255,53052.77,36,15.55,Closed,1
3197,1779,71184.43,18,11.62,Closed,1
3198,3700,220015.74,18,15.76,Closed,1
3199,1045,53067.25,24,10.13,Closed,0
3200,4115,34457.06,36,17.5,Active,0
3201,1601,137570.46,24,16.24,Active,0
3202,2577,185567.79,18,10.95,Active,1
3203,1051,117974.75,18,10.03,Active,0
3204,554,195809.71,24,17.7,Active,0
3205,4535,184317.71,6,11.31,Active,0
3206,2063,345886.61,18,11.66,Active,0
3207,4185,298800.45,24,9.59,Closed,0
3208,3616,226426.95,24,12.73,Closed,1
3209,3104,280124.31,6,13.32,Closed,0
3210,2452,271559.56,18,15.07,Closed,0
3211,648,288532.08,12,8.56,Closed,0
3212,2568,56923.24,12,8.72,Active,1
3213,3196,178929.26,36,11.6,Active,0
3214,842,104054.82,18,15.77,Active,0
3215,3246,269444.95,12,8.95,Active,0
3216,3939,282612.85,18,15.12,Active,0
3217,2105,259358.0,18,10.2,Active,1
3218,125,50768.64,24,8.82,Closed,1
3219,2913,79236.65,12,13.91,Closed,0
3220,2506,118615.81,18,15.08,Closed,0
3221,2222,98823.41,12,10.14,Closed,0
3222,793,248966.82,6,14.84,Closed,0
3223,1858,283510.52,12,16.19,Closed,0
3224,4757,288995.96,24,9.65,Closed,0
3225,3829,121568.33,6,8.92,Active,0
3226,1688,62513.13,18,10.26,Closed,0
3227,4914,198994.75,36,12.96,Closed,0
3228,4519,235436.96,24,14.27,Active,1
3229,3901,143909.91,36,12.03,Active,0
3230,948,293276.83,18,13.73,Active,0
3231,4089,145014.53,36,10.55,Closed,0
3232,3581,250727.1,12,13.15,Closed,0
3233,2364,108572.77,36,16.67,Active,0
3234,1757,142039.88,6,9.6,Active,0
3235,1877,305485.19,36,11.21,Active,0
3236,3597,283729.9,6,10.9,Active,0
3237,964,195896.83,18,15.32,Active,0
3238,3247,254575.08,36,12.63,Closed,0
3239,3864,255670.94,24,10.56,Closed,0
3240,148,242272.54,12,12.03,Closed,0
3241,2894,132259.15,24,8.13,Closed,0
3242,3094,243828.44,12,9.62,Active,0
3243,985,10000.0,12,15.87,Active,1
3244,991,222518.93,36,16.29,Active,1
3245,4125,44994.51,24,16.65,Active,0
3246,3939,307601.61,36,15.9,Closed,0
3247,1095,216234.91,24,10.61,Active,0
3248,4905,106669.97,12,9.98,Active,0
3249,2453,44504.29,18,14.44,Closed,0
3250,4669,168702.57,12,14.62,Active,1
3251,3296,201610.67,24,14.6,Closed,1
3252,266,281524.03,18,13.43,Active,0
3253,775,295984.61,12,10.02,Closed,0
3254,1685,283980.89,18,13.21,Closed,0
3255,4738,219760.16,36,8.92,Closed,0
3256,3548,32579.07,18,8.98,Closed,1
3257,1486,292597.51,6,8.29,Closed,0
3258,1926,281352.35,24,13.57,Active,0
3259,3882,152819.74,6,11.07,Active,0
3260,3083,205886.17,18,14.26,Active,0
3261,682,272401.36,24,15.27,Closed,1
3262,2961,110876.52,36,16.06,Closed,0
3263,4692,149353.19,18,9.67,Active,0
3264,4094,217450.17,36,15.55,Active,0
3265,1709,60546.49,24,9.93,Closed,1
3266,2757,341892.43,36,12.97,Closed,0
3267,3275,223964.57,24,12.28,Closed,0
3268,3902,247080.91,24,11.66,Active,0
3269,2957,195161.12,36,12.25,Active,0
3270,2529,249964.57,6,12.86,Active,1
3271,4791,38631.26,18,10.2,Active,0
3272,4487,68952.12,36,15.99,Active,0
3273,3542,292026.49,24,16.55,Active,1
3274,1643,205040.7,36,14.07,Closed,1
3275,3327,63044.65,6,11.63,Active,1
3276,272,149391.33,6,8.75,Active,0
3277,4996,264455.7,6,11.34,Active,0
3278,2522,135950.93,18,9.83,Active,0
3279,3381,186180.55,18,12.99,Active,0
3280,612,180186.77,18,17.93,Active,1
3281,713,258916.35,6,16.64,Closed,0
3282,797,156298.85,24,15.77,Closed,0
3283,3771,119597.75,36,8.19,Active,0
3284,2807,103151.26,24,10.24,Active,0
3285,3125,177647.59,24,14.13,Closed,1
3286,3783,274799.25,12,11.87,Active,0
3287,300,187867.56,36,14.76,Active,0
3288,370,132506.22,12,15.62,Closed,1
3289,1485,38778.1,24,11.06,Active,0
3290,469,77902.61,18,13.09,Closed,0
3291,4650,103703.79,36,12.39,Active,0
3292,2187,105210.65,18,14.2,Closed,0
3293,849,241520.31,18,11.62,Closed,0
3294,1602,152879.07,12,15.68,Closed,0
3295,3825,78990.51,6,9.19,Closed,0
3296,2526,117276.24,36,8.96,Closed,0
3297,4089,160858.89,12,14.25,Active,0
3298,3390,111776.84,6,16.17,Closed,0
3299,4162,148211.94,18,12.06,Closed,0
3300,515,90272.28,6,17.28,Closed,0
3301,4956,253370.98,24,10.0,Closed,0
3302,4104,73964.14,24,17.86,Closed,1
3303,4843,174614.64,18,16.29,Active,0
3304,3365,87656.23,18,10.72,Closed,0
3305,419,176740.52,12,11.83,Active,0
3306,4015,304346.62,24,16.4,Closed,0
3307,2873,326576.12,36,11.94,Closed,0
3308,2743,217460.6,36,12.44,Closed,0
3309,3155,300329.9,36,10.59,Closed,0
3310,3626,86755.57,6,11.49,Active,1
3311,2254,199825.3,24,17.07,Closed,0
3312,296,270849.62,12,10.53,Closed,0
3313,1978,286097.18,24,12.95,Active,0
3314,4581,279274.45,18,14.79,Closed,0
3315,2580,288809.31,12,14.42,Closed,0
3316,2727,23558.75,6,10.37,Closed,0
3317,2291,36755.84,36,16.67,Active,0
3318,3949,52749.83,36,8.07,Active,0
3319,4359,266501.87,12,9.99,Closed,1
3320,3301,276646.47,36,9.88,Active,1
3321,2029,121824.46,24,14.01,Closed,0
3322,4300,307637.32,6,14.97,Closed,0
3323,240,209138.96,24,10.21,Active,1
3324,454,176292.44,18,8.87,Active,0
3325,3165,113926.43,12,9.77,Closed,1
3326,241,106038.26,18,9.03,Active,0
3327,3340,217440.95,18,13.17,Closed,1
3328,4764,262974.28,24,10.06,Closed,0
3329,3233,54230.84,24,10.81,Closed,0
3330,2183,118372.11,24,16.64,Active,0
3331,2029,148360.65,12,16.51,Active,0
3332,3979,326734.88,12,16.22,Closed,0
3333,2167,215137.33,6,11.36,Active,0
3334,440,168277.72,36,10.84,Active,0
3335,438,149078.71,6,8.21,Closed,0
3336,3574,185341.98,6,12.83,Active,1
3337,4886,305653.51,18,9.15,Closed,0
3338,4242,182285.7,18,13.92,Closed,0
3339,3898,101781.81,36,14.34,Active,0
3340,4247,112951.1,12,17.96,Active,1
3341,3499,214690.48,6,10.64,Active,0
3342,2634,197875.78,24,16.62,Closed,0
3343,2209,159811.79,24,13.28,Active,1
3344,2797,307509.12,6,17.46,Closed,1
3345,1503,108027.8,24,8.32,Closed,0
3346,238,44989.49,24,16.61,Closed,0
3347,2738,119278.35,24,15.56,Active,0
3348,3940,111799.12,6,14.37,Active,1
3349,1311,299588.69,36,9.82,Closed,0
3350,778,277959.92,12,13.7,Active,0
3351,1537,10000.0,24,12.62,Closed,0
3352,4901,207192.04,36,13.21,Closed,0
3353,840,170502.2,12,17.09,Active,1
3354,4082,205967.32,24,17.35,Closed,0
3355,74,74285.47,18,17.17,Active,0
3356,4009,253126.33,36,8.66,Active,0
3357,3314,95747.95,18,9.19,Active,0
3358,3501,300787.71,18,8.41,Active,0
3359,3728,30324.53,36,10.05,Closed,1
3360,3616,215715.89,36,15.31,Active,1
3361,88,245393.27,12,10.54,Closed,0
3362,3789,130127.61,12,12.33,Closed,0
3363,2333,245253.08,6,16.68,Closed,0
3364,1060,119061.95,24,9.85,Active,0
3365,82,345405.59,12,9.18,Closed,0
3366,4540,36930.03,36,10.45,Closed,0
3367,2100,254291.11,12,15.39,Active,0
3368,3507,227767.18,24,15.44,Closed,1
3369,4118,89941.16,18,17.48,Closed,0
3370,342,166325.39,36,13.62,Closed,1
3371,4814,103334.19,12,8.24,Active,1
3372,276,52733.75,24,14.26,Closed,1
3373,3570,110767.18,6,16.45,Closed,0
3374,1266,238461.13,24,14.19,Active,0
3375,1018,340551.41,18,9.59,Active,0
3376,1068,88714.27,36,17.48,Closed,1
3377,3122,240189.73,12,10.19,Active,0
3378,2015,228838.49,18,16.5,Closed,1
3379,2889,124779.36,18,17.69,Active,0
3380,241,142571.79,24,13.97,Active,1
3381,2894,105525.86,18,16.05,Active,0
3382,1475,215299.86,24,10.08,Active,1
3383,211,296980.96,6,9.46,Closed,0
3384,1762,101691.92,6,13.58,Closed,0
3385,36,264514.37,6,10.92,Active,0
3386,643,223137.38,36,9.4,Active,0
3387,3150,32192.99,36,9.26,Active,0
3388,2466,126067.09,36,16.74,Active,0
3389,4642,200249.36,12,17.1,Active,1
3390,2840,62574.2,18,13.31,Closed,0
3391,1782,116612.21,36,11.59,Closed,0
3392,4916,220471.59,24,16.85,Active,0
3393,2220,326963.24,18,14.38,Closed,1
3394,1940,318290.67,36,16.3,Closed,0
3395,694,106793.02,36,9.57,Active,0
3396,1539,318444.56,36,16.7,Closed,0
3397,2249,142152.78,12,13.87,Active,0
3398,4133,265751.57,18,9.85,Closed,0
3399,2992,86448.88,24,14.86,Active,0
3400,2757,288185.69,18,13.92,Active,0
3401,440,236317.99,36,9.24,Closed,0
3402,2690,285369.02,18,10.62,Closed,0
3403,3176,295566.87,6,14.75,Closed,0
