borrower_id,date,amount,txn_type,channel
997,2023-12-06,5826.45,credit,Bank Transfer
1518,2024-10-31,1098.47,credit,UPI
650,2025-08-28,3341.8,debit,Bank Transfer
3958,2025-05-11,6182.64,debit,UPI
2111,2024-09-30,3103.75,credit,UPI
1425,2025-01-16,7740.05,credit,Wallet
292,2025-07-09,4092.23,debit,Cash
4773,2025-07-24,3201.25,debit,Bank Transfer
2003,2025-07-29,6220.49,credit,Bank Transfer
2842,2024-09-02,8215.23,credit,Cash
4894,2024-07-17,5832.79,credit,Wallet
4276,2023-11-16,7520.86,debit,Cash
629,2025-02-07,8353.27,credit,Wallet
2398,2024-12-07,3156.28,credit,Bank Transfer
4322,2025-07-31,6876.78,debit,Wallet
2303,2024-08-09,1953.06,credit,Wallet
1777,2024-07-19,5849.81,credit,UPI
4792,2024-10-15,4857.36,credit,UPI
831,2024-12-21,7485.9,debit,UPI
3427,2025-07-21,7344.5,credit,Cash
4676,2025-05-30,6139.57,credit,Bank Transfer
458,2025-08-22,5596.86,credit,UPI
3092,2023-12-07,6016.74,credit,UPI
720,2025-05-14,5123.54,debit,UPI
3804,2023-11-27,4877.61,credit,Cash
4249,2024-09-02,7885.16,credit,Wallet
3005,2024-04-09,8125.78,credit,Wallet
4021,2024-07-05,4716.68,credit,UPI
4126,2024-01-21,5475.27,credit,Wallet
3435,2024-12-27,5163.31,debit,UPI
2739,2024-02-21,1776.6,debit,Bank Transfer
3035,2025-02-11,4327.13,credit,Bank Transfer
189,2023-11-10,8199.41,credit,Cash
3568,2024-11-15,3500.45,debit,UPI
3376,2025-08-06,9229.09,credit,Wallet
1105,2025-08-17,7344.25,debit,Wallet
2602,2024-05-15,5803.0,credit,Bank Transfer
2123,2024-02-14,6121.69,credit,UPI
3505,2024-03-06,3165.59,credit,UPI
4423,2025-09-05,4469.54,debit,UPI
2286,2024-04-11,7882.8,credit,UPI
4154,2025-05-15,3770.94,debit,Cash
4642,2024-03-23,7122.26,credit,UPI
205,2024-12-21,2245.92,debit,Bank Transfer
4967,2024-04-02,2603.68,credit,Cash
4767,2024-05-09,8802.77,debit,Wallet
4518,2023-11-03,4976.33,debit,Wallet
836,2024-08-06,3923.0,debit,Wallet
1022,2025-03-18,7725.48,credit,Bank Transfer
3796,2023-11-07,7491.64,credit,UPI
767,2025-06-29,6841.51,credit,Cash
491,2025-09-09,3860.2,debit,Cash
3630,2024-12-04,4426.16,debit,Wallet
2635,2025-09-29,5623.26,debit,Wallet
945,2025-03-18,6388.8,debit,Bank Transfer
3953,2025-02-26,3983.03,credit,UPI
1564,2023-10-19,5341.47,debit,UPI
1882,2025-01-07,5534.78,debit,Bank Transfer
589,2025-02-07,7573.54,debit,Wallet
4068,2024-03-05,6508.93,credit,Wallet
1218,2024-09-01,1986.4,debit,Cash
2823,2025-07-22,4572.74,credit,Wallet
1568,2024-06-10,3142.43,debit,Cash
992,2024-01-28,6136.17,credit,UPI
2948,2024-05-28,6846.31,credit,UPI
249,2024-01-25,5203.11,credit,Cash
4832,2024-06-25,4463.75,credit,Bank Transfer
4283,2024-10-04,5138.34,debit,UPI
1786,2025-06-19,5417.84,credit,UPI
1,2023-11-11,3719.8,credit,Bank Transfer
4259,2024-07-23,2562.58,credit,Wallet
3811,2025-09-04,899.72,credit,UPI
4833,2024-04-20,7534.36,credit,Cash
475,2025-07-26,5992.73,debit,Bank Transfer
4755,2024-11-27,5725.02,credit,Wallet
4980,2024-05-14,7530.4,debit,Wallet
1850,2024-10-02,2489.06,debit,Bank Transfer
2047,2025-09-09,1528.74,debit,Bank Transfer
3203,2024-04-14,5768.46,credit,Wallet
3148,2024-01-11,5586.54,credit,Cash
388,2024-12-13,1537.39,credit,Cash
3635,2025-04-20,5719.04,credit,Wallet
1611,2025-05-24,4199.55,debit,Bank Transfer
3920,2025-05-12,3385.82,credit,UPI
2714,2024-04-22,4333.15,credit,UPI
3731,2024-07-08,116.94,debit,Cash
1755,2025-09-21,3817.25,debit,Cash
3363,2025-08-09,3591.41,credit,Bank Transfer
2481,2024-11-07,6114.2,debit,Bank Transfer
2912,2023-10-22,4683.54,debit,Wallet
2872,2024-04-15,6277.74,credit,UPI
505,2024-09-06,99.08,credit,Cash
3361,2025-04-25,3321.8,debit,Wallet
2539,2024-05-26,6111.99,credit,Wallet
2615,2024-01-22,4382.27,debit,UPI
2240,2024-06-17,6690.92,credit,Cash
3055,2023-11-08,1390.79,debit,Cash
801,2024-11-28,6462.22,debit,Bank Transfer
1661,2025-09-26,3721.72,debit,Bank Transfer
2258,2024-08-23,3527.61,debit,Bank Transfer
80,2024-11-08,6982.09,credit,Bank Transfer
4517,2025-09-19,7323.8,debit,Wallet
4312,2024-11-18,7069.4,debit,Cash
3643,2023-11-07,9077.28,credit,Bank Transfer
2099,2024-02-26,7533.61,debit,Cash
4340,2024-04-02,3409.13,credit,Cash
2248,2024-12-22,5283.28,credit,Cash
1543,2024-01-21,4279.6,credit,UPI
1118,2024-01-15,9058.18,credit,Bank Transfer
1594,2025-07-27,7209.74,debit,UPI
2564,2025-08-18,4622.24,credit,UPI
391,2023-11-11,6755.82,credit,Cash
4683,2025-08-05,2535.6,debit,UPI
2529,2025-01-14,5500.52,credit,UPI
506,2025-03-25,3124.16,debit,UPI
996,2024-06-12,1622.82,debit,Wallet
2132,2024-08-06,6569.07,credit,Cash
4174,2024-08-16,6817.18,credit,Cash
2423,2024-03-18,5914.43,debit,UPI
917,2024-12-23,4634.07,credit,Wallet
3699,2024-12-12,2467.28,credit,Cash
2426,2024-01-22,2677.31,credit,UPI
3393,2025-06-01,3061.44,credit,Bank Transfer
3746,2024-12-04,4532.65,debit,Wallet
3394,2025-05-07,7152.36,credit,Wallet
2236,2024-02-11,7120.81,debit,Wallet
4971,2025-07-26,1702.86,credit,UPI
3784,2024-10-15,3613.53,credit,UPI
3979,2025-06-13,3559.68,credit,UPI
4800,2025-03-12,63.17,credit,Wallet
4946,2024-04-18,6132.24,credit,UPI
3313,2024-02-10,4507.68,debit,Wallet
2381,2024-05-31,4773.71,credit,Wallet
2032,2024-07-08,7691.74,debit,Bank Transfer
3622,2024-08-11,5176.62,debit,Cash
2993,2024-12-12,4138.54,debit,Cash
796,2024-01-08,6144.16,credit,UPI
1763,2025-08-17,7117.74,debit,Bank Transfer
1478,2024-12-13,5592.94,debit,Wallet
3849,2024-05-31,6378.38,debit,Bank Transfer
3341,2024-01-09,4708.86,debit,Bank Transfer
1839,2023-10-24,4836.28,credit,Cash
1344,2024-03-08,5226.04,credit,Bank Transfer
3164,2024-02-28,3493.76,credit,Cash
3441,2024-11-27,3863.88,credit,Cash
1930,2023-10-22,7755.76,credit,UPI
2391,2023-10-21,9015.91,debit,UPI
4239,2024-06-10,8184.4,debit,Wallet
3622,2025-03-13,2353.49,debit,UPI
3852,2024-02-25,2160.28,credit,Bank Transfer
4331,2024-10-08,2618.58,credit,UPI
4209,2024-06-21,5268.77,debit,Wallet
839,2023-12-14,617.45,debit,UPI
4430,2025-09-03,3822.4,debit,UPI
2611,2024-02-02,7814.2,credit,Wallet
3701,2024-02-11,6964.88,credit,UPI
2941,2025-03-15,3981.81,credit,Wallet
2635,2025-04-19,4133.29,credit,Wallet
1675,2023-12-17,6134.48,debit,UPI
1957,2025-07-27,6870.54,credit,UPI
2489,2024-07-07,3933.73,credit,Wallet
2048,2024-07-11,4531.27,credit,Cash
1589,2024-05-03,3867.98,debit,Cash
4149,2024-08-04,2337.3,credit,Wallet
4613,2024-11-08,4560.51,credit,UPI
673,2025-01-12,4408.14,credit,UPI
3890,2025-02-10,2478.71,credit,Wallet
3175,2025-03-09,6292.16,credit,Wallet
3749,2023-11-27,5966.64,credit,Wallet
4832,2025-07-28,6391.44,debit,Wallet
4295,2024-08-09,3463.86,credit,Wallet
1419,2024-01-22,1032.85,debit,Wallet
4012,2024-09-22,5934.66,credit,Bank Transfer
526,2025-02-04,3671.77,debit,Cash
3335,2023-10-31,3218.66,debit,Wallet
337,2023-12-28,2485.89,credit,Wallet
1763,2024-02-20,4449.35,credit,UPI
1131,2025-02-26,8154.65,debit,UPI
1152,2024-12-08,3989.1,credit,Bank Transfer
1011,2024-04-19,2820.39,debit,UPI
4971,2024-02-19,6303.87,debit,Cash
3758,2023-11-24,5345.62,credit,UPI
3513,2025-07-13,761.4,debit,Cash
2071,2024-08-04,6324.69,credit,Bank Transfer
1184,2024-10-03,9256.94,debit,Wallet
4257,2025-08-12,201.07,debit,UPI
3666,2024-06-23,2528.59,debit,UPI
2655,2025-04-07,697.05,debit,Bank Transfer
926,2025-08-29,4849.39,credit,UPI
3341,2025-05-28,6980.77,credit,Cash
3093,2024-03-13,5211.0,debit,Cash
3850,2024-12-09,7783.99,credit,UPI
2216,2024-07-16,6661.1,debit,Wallet
3966,2025-09-13,8404.29,credit,Bank Transfer
4312,2024-01-29,7320.42,credit,Wallet
4545,2024-04-08,4194.11,credit,Cash
2929,2024-11-26,5133.45,credit,Cash
4616,2024-08-03,3262.65,credit,Wallet
4737,2025-03-17,4538.69,credit,Wallet
4109,2023-10-25,5123.66,debit,Bank Transfer
1301,2023-11-22,4830.19,credit,Bank Transfer
555,2023-12-21,7684.51,credit,Cash
3202,2024-04-24,4339.66,credit,UPI
4815,2024-09-07,3135.83,credit,Cash
4321,2024-12-25,3260.78,credit,Wallet
3991,2024-04-02,6310.2,debit,Wallet
2879,2024-08-06,2193.72,credit,Cash
4022,2023-12-12,4597.63,debit,Wallet
1871,2025-04-12,7655.0,credit,Wallet
2516,2024-11-09,5585.2,credit,Wallet
3401,2024-10-17,4850.79,debit,Wallet
1735,2023-12-29,4928.18,credit,UPI
2148,2025-01-23,2940.87,credit,Cash
2788,2023-10-23,3285.73,credit,Wallet
2194,2024-07-10,4609.64,credit,Bank Transfer
307,2025-03-29,5542.55,debit,UPI
3327,2024-12-04,6896.3,credit,Wallet
3284,2024-10-14,5185.12,debit,Bank Transfer
3939,2025-10-04,7705.55,debit,Wallet
231,2025-09-30,8210.4,debit,Wallet
2056,2025-02-18,6590.53,credit,Cash
653,2023-11-07,7449.96,credit,Wallet
3292,2024-01-20,3018.57,debit,UPI
1258,2023-12-10,2701.6,debit,Cash
2488,2024-01-21,6035.95,debit,UPI
1658,2024-01-13,2317.58,debit,Wallet
53,2024-12-02,4419.26,credit,UPI
2134,2024-11-22,6542.38,credit,Wallet
4543,2025-03-27,7826.75,credit,UPI
3516,2024-01-18,4491.57,debit,Bank Transfer
11,2024-03-31,3700.11,credit,Wallet
1782,2024-02-04,5640.92,credit,Wallet
1406,2024-12-04,2852.91,credit,Wallet
2641,2025-06-24,4653.44,credit,Bank Transfer
2408,2025-06-16,4984.0,credit,Cash
1515,2024-12-11,4944.03,debit,UPI
1298,2025-07-01,5177.01,debit,Bank Transfer
3188,2025-04-21,3330.97,credit,Bank Transfer
456,2024-12-18,3546.01,debit,Cash
3703,2024-10-21,3505.77,debit,Bank Transfer
2921,2024-12-24,1759.81,debit,UPI
1182,2024-01-01,5683.66,credit,UPI
3859,2024-11-12,6789.31,credit,UPI
2690,2025-09-02,6592.62,debit,Bank Transfer
340,2025-08-12,4475.01,credit,Wallet
3688,2025-08-16,3377.99,debit,UPI
3054,2025-06-01,6488.63,debit,Wallet
2607,2023-12-13,6277.85,credit,Bank Transfer
186,2025-06-24,5434.84,debit,Bank Transfer
816,2025-05-26,8488.62,debit,Bank Transfer
139,2025-02-01,4947.15,debit,Bank Transfer
4030,2023-12-17,4486.22,debit,Bank Transfer
2509,2024-12-30,4200.37,debit,Cash
4689,2025-09-28,1878.24,credit,UPI
2492,2025-08-08,6322.68,credit,Wallet
2545,2024-09-23,4789.03,credit,Bank Transfer
506,2025-06-16,6019.86,debit,Cash
3282,2024-09-17,8683.76,debit,Bank Transfer
2649,2025-03-09,4218.5,credit,UPI
3492,2024-01-06,323.98,credit,UPI
1451,2025-05-18,5962.14,credit,Cash
3499,2024-05-31,5333.72,debit,Wallet
4039,2024-02-29,3535.09,credit,Wallet
3076,2024-12-01,5794.53,credit,Bank Transfer
1879,2024-09-23,6572.19,debit,UPI
3798,2024-04-09,3106.78,credit,Bank Transfer
4284,2024-08-14,4397.34,credit,Wallet
2954,2024-07-25,7953.51,debit,UPI
2448,2024-06-26,3556.76,debit,Cash
955,2023-12-15,5133.34,credit,Cash
3125,2025-08-24,248.82,debit,Bank Transfer
3924,2024-04-08,2036.31,debit,UPI
1397,2023-12-08,5315.03,credit,Wallet
3512,2024-05-24,7455.98,debit,UPI
2054,2024-12-11,2275.94,debit,Bank Transfer
3886,2025-09-30,5149.13,credit,Wallet
4627,2025-05-18,4248.56,debit,UPI
1864,2024-09-25,6906.18,credit,Bank Transfer
302,2024-09-10,2564.39,credit,Wallet
1152,2025-04-25,5860.16,credit,Bank Transfer
2684,2025-02-01,3692.62,debit,UPI
2308,2025-03-18,5446.08,credit,Wallet
259,2024-09-19,5137.86,credit,UPI
4880,2024-02-20,4496.44,credit,Cash
524,2025-04-19,5955.62,credit,Bank Transfer
4775,2024-05-22,5087.31,debit,Cash
2745,2025-01-24,4734.39,credit,Cash
2361,2024-03-10,4287.17,credit,Cash
3474,2025-07-24,5155.2,debit,Wallet
1457,2025-07-07,5444.09,credit,Wallet
4601,2025-01-15,3021.72,debit,Wallet
3379,2024-09-20,4301.06,credit,UPI
1248,2024-10-14,2889.63,debit,Bank Transfer
563,2025-01-01,4920.31,credit,UPI
975,2025-07-12,3815.34,credit,UPI
737,2024-07-08,6541.57,debit,UPI
1268,2024-01-06,6345.45,debit,UPI
2747,2025-08-08,3154.5,debit,Bank Transfer
1240,2025-04-20,4995.39,debit,Wallet
747,2025-07-01,6277.03,debit,UPI
425,2024-03-28,4649.38,debit,Bank Transfer
1118,2024-10-31,3543.56,debit,Wallet
2378,2025-02-23,2815.19,debit,UPI
208,2023-11-18,6708.54,debit,Bank Transfer
1280,2024-02-09,6805.43,debit,UPI
2748,2025-08-17,4584.1,credit,Bank Transfer
2403,2023-11-21,6532.28,debit,Bank Transfer
769,2025-05-29,930.42,credit,Wallet
1191,2024-05-02,7655.11,credit,UPI
1046,2024-11-11,4686.11,credit,Cash
637,2023-10-31,5283.55,debit,Bank Transfer
4576,2024-05-21,4358.96,debit,Cash
3403,2024-05-19,7791.41,debit,UPI
1436,2024-12-15,2878.54,debit,Bank Transfer
2195,2024-08-19,7948.92,debit,Wallet
2698,2023-11-23,5792.54,credit,Wallet
2840,2023-11-09,6245.33,debit,UPI
466,2023-11-23,4341.59,debit,Wallet
1143,2024-05-14,2383.56,debit,Bank Transfer
1580,2024-12-30,6861.02,credit,UPI
4434,2024-08-19,5622.82,credit,UPI
3491,2024-07-03,7723.25,credit,Wallet
1459,2024-04-01,4612.45,credit,Bank Transfer
3553,2024-08-16,4161.54,credit,Cash
3131,2024-05-15,7776.18,credit,Bank Transfer
838,2024-02-17,8823.79,credit,UPI
1668,2024-07-23,5018.69,debit,Bank Transfer
4685,2025-05-09,3494.49,credit,UPI
1231,2025-03-08,6621.06,credit,Wallet
4200,2024-01-27,4491.96,debit,UPI
403,2024-07-11,6198.53,debit,Wallet
2687,2024-12-25,4481.45,debit,UPI
2965,2025-08-22,8128.03,debit,Bank Transfer
3160,2024-03-27,3601.02,credit,Cash
4713,2025-05-11,5961.06,debit,Wallet
3409,2024-04-03,4022.6,debit,Wallet
516,2024-12-26,4436.99,debit,Bank Transfer
3741,2023-12-18,4175.89,debit,UPI
4748,2025-09-16,6477.22,debit,UPI
4935,2025-08-22,6836.73,credit,Bank Transfer
4887,2025-01-20,6115.48,credit,Bank Transfer
3082,2023-11-29,4784.03,credit,Cash
1050,2023-12-30,5280.36,debit,Wallet
1098,2024-06-16,6795.44,debit,UPI
449,2024-09-23,6858.62,credit,UPI
2984,2024-01-05,380.55,credit,UPI
4172,2025-03-20,4455.56,debit,UPI
1957,2025-04-19,4551.48,credit,UPI
1329,2024-02-29,6338.51,debit,Wallet
3966,2024-02-28,4866.46,debit,Wallet
3441,2024-06-01,6438.37,debit,UPI
3481,2023-12-05,2842.68,debit,UPI
464,2024-10-11,5520.11,credit,UPI
63,2025-07-12,6800.41,debit,Cash
4615,2024-08-20,2051.23,debit,Wallet
1402,2025-09-25,10027.29,credit,Bank Transfer
4319,2023-10-27,7381.77,debit,Bank Transfer
946,2023-10-26,5002.71,debit,Wallet
295,2023-12-05,3343.18,credit,Bank Transfer
1664,2024-04-29,4649.83,debit,UPI
3597,2025-08-19,5167.6,credit,UPI
433,2025-05-22,5881.33,credit,Bank Transfer
4034,2024-03-24,8001.32,credit,Bank Transfer
4375,2024-06-15,4047.8,credit,Cash
2524,2024-11-06,6125.42,debit,Cash
3996,2025-04-08,2415.14,debit,Wallet
3071,2024-09-09,4172.8,credit,Wallet
1705,2024-05-28,5753.43,debit,Bank Transfer
1710,2024-02-10,6382.52,credit,Wallet
1680,2024-11-14,3493.54,debit,Cash
2063,2024-04-12,4118.42,credit,UPI
2981,2025-05-20,7921.11,credit,Bank Transfer
3429,2025-04-26,7323.82,debit,UPI
3272,2025-04-27,5416.91,debit,UPI
3535,2025-01-10,526.71,debit,Cash
1864,2025-03-01,10022.27,credit,Bank Transfer
2417,2025-08-14,4960.14,credit,Wallet
4670,2024-10-03,4374.87,debit,Bank Transfer
819,2024-09-30,3955.28,debit,Cash
3156,2025-08-30,5752.73,credit,Wallet
1158,2025-10-05,5773.17,debit,Wallet
2020,2024-04-17,6901.26,credit,UPI
512,2024-12-26,3147.88,credit,Cash
2282,2025-05-17,4375.01,credit,UPI
3885,2024-02-16,9061.09,debit,UPI
3012,2025-05-02,5449.18,debit,Cash
3515,2024-02-14,4654.95,debit,Cash
923,2024-05-25,3116.76,debit,Bank Transfer
1285,2025-04-02,6011.87,credit,UPI
2804,2024-04-07,7062.04,credit,UPI
4754,2024-06-11,6749.18,credit,Wallet
4928,2023-11-18,4482.4,credit,Wallet
59,2024-03-14,5722.5,debit,UPI
3851,2025-01-02,8343.32,credit,Bank Transfer
2982,2023-10-29,7141.76,credit,Cash
768,2023-11-14,3431.67,credit,Cash
4658,2025-09-27,92.01,debit,Wallet
1594,2023-11-27,5593.55,debit,Bank Transfer
823,2024-05-24,6597.14,credit,Cash
79,2024-09-13,2821.55,debit,Bank Transfer
3104,2023-12-06,4982.42,debit,Bank Transfer
2562,2025-06-23,4472.6,credit,Wallet
4010,2024-06-01,5208.57,credit,Wallet
2078,2024-02-01,3910.61,credit,Cash
3008,2024-10-19,7581.02,debit,Cash
4164,2024-04-17,5295.94,debit,UPI
3561,2025-04-09,3241.97,credit,Cash
897,2024-06-11,6834.92,credit,UPI
666,2024-04-24,2471.62,debit,Bank Transfer
1085,2025-09-02,7568.99,credit,UPI
2554,2025-03-23,6982.12,debit,Bank Transfer
465,2024-05-12,7779.55,credit,Cash
3907,2025-01-28,4683.51,debit,UPI
2807,2024-01-17,4007.77,debit,Wallet
2058,2025-01-12,5168.04,credit,Cash
2982,2024-12-28,4831.13,debit,Cash
1118,2025-03-30,3694.53,debit,UPI
1502,2025-04-18,3892.75,credit,Wallet
2480,2025-04-07,4267.25,debit,UPI
865,2024-09-05,2659.99,debit,Wallet
1341,2024-07-09,6355.93,debit,Cash
1075,2025-07-09,4895.41,debit,Bank Transfer
1577,2025-09-08,4383.24,credit,Cash
4688,2024-03-30,2779.29,credit,Wallet
3555,2024-03-09,2679.25,credit,Bank Transfer
98,2025-09-15,8871.83,credit,Cash
3465,2025-02-28,3745.49,debit,UPI
543,2024-08-05,6221.06,debit,Cash
624,2023-11-01,5325.27,debit,UPI
4368,2024-06-07,550.38,debit,Wallet
2319,2024-03-20,8584.9,debit,UPI
509,2025-05-08,6368.17,credit,Bank Transfer
2078,2024-12-22,3464.66,credit,UPI
1326,2024-02-28,4943.27,credit,Cash
3420,2025-10-11,2701.63,debit,Cash
1816,2024-06-27,8652.44,credit,Wallet
1354,2024-10-27,3184.68,debit,Bank Transfer
2941,2024-11-28,3953.83,credit,Cash
4126,2024-03-28,3540.88,credit,Bank Transfer
3944,2024-09-15,5160.76,debit,Bank Transfer
4790,2024-04-16,7740.63,debit,Cash
1537,2025-05-23,8578.75,credit,Bank Transfer
1633,2024-10-25,4202.01,debit,Wallet
2425,2025-07-31,5756.52,credit,Cash
3369,2024-04-15,5163.81,debit,UPI
3116,2025-08-30,3036.78,debit,Bank Transfer
1977,2024-04-04,9845.11,debit,UPI
2349,2024-06-22,7725.52,debit,Bank Transfer
3315,2025-01-19,5378.23,credit,Wallet
328,2025-06-21,8163.75,debit,Bank Transfer
1875,2024-03-18,7424.21,debit,Bank Transfer
2866,2024-02-27,5163.72,debit,UPI
4337,2024-04-03,5651.93,credit,Cash
2194,2024-05-31,8024.25,debit,Wallet
2065,2025-06-26,3107.69,debit,Bank Transfer
4546,2024-02-06,8347.38,debit,Cash
4979,2025-04-24,4549.77,credit,UPI
576,2025-08-30,8049.35,credit,UPI
4366,2023-11-02,4989.55,credit,Cash
672,2024-12-07,5675.21,credit,UPI
3497,2024-07-17,4931.38,credit,Wallet
3438,2025-03-23,3936.31,credit,Bank Transfer
750,2024-09-17,4459.89,debit,Cash
819,2023-11-27,7758.22,credit,Cash
4925,2024-04-03,371.67,credit,Cash
772,2023-11-19,2522.07,credit,Wallet
2670,2025-08-17,3549.06,credit,UPI
14,2024-08-05,2843.31,credit,Wallet
2322,2024-01-17,8019.96,debit,UPI
79,2025-06-09,7515.35,debit,Bank Transfer
4284,2024-06-12,6184.06,debit,UPI
2245,2025-06-07,3724.39,credit,UPI
470,2024-10-08,7670.1,debit,Wallet
3364,2023-12-22,1823.74,debit,UPI
2577,2025-09-09,9283.97,credit,Cash
3097,2024-06-11,3630.74,credit,Cash
1980,2025-07-07,4475.93,credit,Cash
3154,2023-11-26,4141.31,debit,Wallet
4695,2024-12-20,2853.79,debit,Bank Transfer
4649,2025-09-23,8850.23,debit,Wallet
2947,2025-01-23,6577.79,credit,UPI
2972,2025-03-11,7430.94,debit,Bank Transfer
422,2024-05-04,2552.66,debit,Cash
1232,2024-02-06,5361.88,debit,Wallet
4925,2025-02-02,6042.06,credit,Wallet
1514,2025-03-03,5541.51,credit,Wallet
3905,2024-05-23,2679.25,credit,Wallet
4965,2024-06-23,7151.0,credit,Bank Transfer
1528,2024-05-28,5243.1,credit,Cash
326,2023-12-14,3090.07,debit,Wallet
1199,2025-01-13,1289.5,debit,Cash
2786,2024-07-15,6213.33,credit,Wallet
93,2024-07-16,9900.91,credit,Cash
306,2023-12-21,2969.49,credit,Bank Transfer
375,2024-06-08,5340.89,debit,Bank Transfer
4251,2024-10-25,7220.99,credit,Cash
1194,2025-06-03,2460.7,debit,Cash
2560,2025-09-05,4040.09,debit,Cash
519,2025-05-03,3279.68,debit,Bank Transfer
4138,2023-12-12,6969.35,debit,Wallet
1682,2023-12-23,7651.05,debit,UPI
2878,2024-04-17,5318.07,credit,Wallet
3928,2025-10-01,3316.53,debit,Wallet
3733,2025-09-28,4114.42,credit,Cash
3939,2024-06-26,3739.0,credit,Wallet
4634,2023-11-02,3045.46,debit,Wallet
1160,2025-03-24,4795.92,credit,Cash
3349,2024-03-29,6149.65,debit,UPI
4711,2025-03-04,5980.51,debit,Wallet
3025,2025-01-06,4983.54,credit,UPI
1527,2024-04-20,5114.11,credit,Bank Transfer
3958,2025-04-27,4836.9,credit,Cash
1614,2023-12-06,2405.58,debit,Wallet
300,2025-03-22,5320.27,credit,Bank Transfer
400,2024-09-25,3832.75,debit,Cash
3081,2024-06-17,2305.31,credit,Bank Transfer
1898,2024-10-15,5741.41,debit,Bank Transfer
2531,2025-04-22,3776.54,credit,Bank Transfer
4414,2024-07-05,5455.51,debit,Wallet
3606,2025-09-11,6695.28,debit,Bank Transfer
4671,2025-08-01,3099.52,debit,UPI
4107,2024-07-30,5184.24,credit,Wallet
4223,2025-05-23,1379.15,credit,UPI
4802,2024-02-21,8065.07,credit,Cash
162,2024-10-28,2281.87,debit,Wallet
2336,2025-02-03,3970.36,debit,UPI
3898,2025-10-03,7676.76,debit,Bank Transfer
1062,2024-08-12,4530.95,debit,Cash
4922,2023-10-30,2605.2,credit,Cash
2878,2025-05-12,6426.15,debit,Cash
2630,2024-01-13,6381.06,credit,UPI
1577,2024-08-13,3733.63,credit,Wallet
1642,2025-06-26,3950.15,debit,Wallet
416,2023-12-11,4129.18,credit,Wallet
4247,2025-02-18,4585.95,debit,UPI
1630,2024-11-13,1214.06,credit,Cash
931,2024-07-10,4637.15,debit,Cash
3312,2025-09-10,8567.83,credit,UPI
1615,2024-08-29,3208.06,credit,Bank Transfer
4299,2024-06-04,3833.01,debit,Wallet
2224,2023-10-24,2632.76,credit,Wallet
185,2025-05-09,6224.32,debit,Cash
1977,2024-09-16,7406.39,debit,Cash
4494,2025-09-03,7360.64,credit,Wallet
2594,2024-06-02,2503.98,credit,Wallet
326,2024-05-16,5999.58,debit,Wallet
534,2023-11-27,7867.5,credit,Wallet
2830,2025-01-03,6019.33,credit,Cash
691,2025-02-11,5956.82,credit,Bank Transfer
1339,2024-10-18,4056.71,debit,Wallet
1643,2024-07-06,5440.22,credit,Wallet
2072,2025-02-05,7472.64,debit,Wallet
1674,2024-12-26,5656.42,debit,Bank Transfer
3186,2024-09-18,2503.45,credit,UPI
3734,2023-12-13,4087.92,credit,Cash
3699,2024-03-04,7418.56,debit,Bank Transfer
1003,2024-03-23,5649.49,debit,Wallet
2666,2025-09-21,5238.12,debit,Cash
1805,2023-11-04,3891.97,credit,Wallet
1188,2025-08-30,7377.2,debit,UPI
2407,2023-11-17,8324.83,credit,Bank Transfer
975,2025-04-29,7526.38,debit,Wallet
1048,2023-11-14,7885.18,credit,Cash
1691,2023-11-19,4282.59,credit,UPI
3289,2025-08-17,3999.66,debit,Cash
4759,2025-04-29,4687.31,credit,UPI
1923,2024-08-18,5077.15,debit,Cash
2514,2023-12-27,7862.04,debit,UPI
4790,2023-11-23,7331.77,debit,UPI
2931,2024-03-24,6076.94,credit,Cash
430,2024-02-03,2137.63,debit,Bank Transfer
2681,2025-06-16,1623.96,debit,Cash
4911,2024-11-04,5480.93,credit,UPI
1623,2024-11-28,6760.53,debit,Cash
166,2024-11-14,4840.87,debit,Wallet
280,2024-03-17,8829.81,credit,Cash
1272,2024-05-10,2835.12,debit,Cash
18,2025-09-28,2583.3,credit,UPI
4069,2024-07-29,3671.44,credit,Wallet
543,2024-01-09,3595.41,debit,Bank Transfer
1209,2025-09-02,6052.57,debit,Wallet
828,2024-11-26,4156.58,credit,Bank Transfer
4002,2024-01-09,1904.32,credit,Cash
1547,2025-09-23,6783.16,credit,UPI
3455,2024-09-27,1480.1,credit,Cash
422,2024-11-12,2857.56,credit,Bank Transfer
3299,2024-07-01,1754.59,credit,UPI
716,2024-11-06,5414.24,debit,UPI
1394,2025-03-01,5372.1,credit,Bank Transfer
1720,2025-08-29,8832.91,credit,UPI
2317,2025-08-28,6827.65,credit,Cash
3761,2023-11-20,7883.29,debit,UPI
3824,2024-06-30,5577.22,debit,UPI
1383,2023-11-12,3046.14,credit,Cash
1082,2024-12-23,5256.22,credit,Bank Transfer
3057,2024-06-18,6184.84,debit,Cash
1196,2024-08-05,6407.61,credit,UPI
3912,2024-11-28,4055.18,debit,UPI
3181,2025-04-24,5977.57,credit,UPI
2247,2024-07-21,3133.94,credit,Wallet
3401,2024-02-23,2913.44,debit,Wallet
2774,2023-11-12,2768.43,debit,UPI
3914,2024-10-02,5049.25,debit,Cash
554,2024-02-09,2644.33,debit,UPI
3348,2024-10-08,4150.51,credit,Bank Transfer
451,2025-06-11,6805.83,credit,UPI
2325,2025-03-30,2941.74,credit,UPI
187,2025-10-05,3991.38,debit,UPI
1000,2024-01-08,5143.26,debit,UPI
